96930,0
83252,0
95231,0
95836,0
75706,0
77754,0
79366,0
94532,0
85604,0
85284,0
99004,0
99016,0
75944,0
80499,0
95655,0
80819,0
80040,0
94107,0
76791,0
81076,0
80436,0
84095,0
95470,0
95656,0
98212,0
94038,0
95402,0
79160,0
84340,0
97209,0
85361,0
81129,0
96763,0
99572,0
89128,0
82501,0
90406,0
92349,0
93283,0
78005,0
75454,0
99223,0
92233,0
93441,0
92549,0
97497,0
97360,0
83469,0
87577,0
78675,0
82636,0
84067,0
97534,0
88027,0
84061,0
97214,0
95111,0
90241,0
90623,0
94531,0
76569,0
77779,0
76035,0
98363,0
91354,0
96106,0
92927,0
94545,0
98637,0
96137,0
80127,0
94141,0
97480,0
89183,0
87508,0
78202,0
96803,0
84734,0
99037,0
77569,0
97407,0
84014,0
97019,0
90605,0
93267,0
96094,0
95445,0
93205,0
92606,0
77525,0
76059,0
98050,0
80427,0
94973,0
95671,0
75490,0
96929,0
92374,0
82301,0
92832,0
78738,0
84522,0
97404,0
84070,0
97084,0
99833,0
82435,0
94704,0
92074,0
95118,0
77923,0
99204,0
91108,0
86404,0
79405,0
80622,0
75158,0
92306,0
95726,0
92388,0
78462,0
80832,0
96747,0
80421,0
82323,0
85367,0
81434,0
88072,0
96786,0
96779,0
95714,0
90713,0
92127,0
97401,0
94103,0
75946,0
97503,0
76841,0
84655,0
82930,0
77255,0
83705,0
86450,0
81141,0
86351,0
85193,0
93204,0
92833,0
98381,0
83536,0
96768,0
89060,0
86444,0
95949,0
80470,0
81037,0
93552,0
95377,0
93403,0
93314,0
95935,0
78082,0
88241,0
77280,0
96152,0
84054,0
88348,0
83858,0
80018,0
84332,0
99200,0
91609,0
94770,0
90501,0
94018,0
91906,0
77618,0
75258,0
75010,0
93546,0
88122,0
92129,0
92402,0
75001,0
85936,0
93701,0
80437,0
96700,0
89049,0
81418,0
88324,0
93255,0
95950,0
93604,0
96651,0
98552,0
92642,0
78547,0
85035,0
98359,0
97492,0
81005,0
96097,0
90301,0
83830,0
83552,0
85054,0
86861,0
82401,0
94580,0
78335,0
99203,0
98433,0
93725,0
98013,0
89084,0
75424,0
98900,0
78728,0
81154,0
89008,0
81120,0
84082,0
80118,0
80126,0
83420,0
95708,0
95542,0
76632,0
98057,0
80901,0
99506,0
91381,0
98122,0
92348,0
95692,0
82644,0
85381,0
85140,0
84129,0
80130,0
92350,0
76848,0
98904,0
76503,0
83846,0
85658,0
81612,0
84628,0
95491,0
77610,0
85636,0
84333,0
81507,0
92666,0
92353,0
95763,0
92131,0
77487,0
98846,0
99359,0
78601,0
98753,0
80544,0
83435,0
96095,0
93614,0
93656,0
94560,0
85928,0
80249,0
75526,0
89835,0
77680,0
96024,0
99519,0
95123,0
95440,0
91207,0
82600,0
78480,0
77387,0
77620,0
98495,0
92586,0
82683,0
82443,0
79938,0
85701,0
92203,0
85396,0
99159,0
84001,0
90613,0
81425,0
84312,0
76622,0
98261,0
79182,0
87513,0
94535,0
84739,0
95067,0
89603,0
96991,0
87552,0
89156,0
85243,0
85268,0
95846,0
96114,0
97324,0
